FileName	Finglish	Persian
common_voice_fa_18208395.mp3	par ha ye to az bas ziba ast mardom bara ye neshani dar mian ghoran migozarand ya ba aan bad bezan dorost mikonanad, chera nashokri mikoni?	پرهای تو از بس زیباست مردم برای نشانی در میان قران میگذارند یا با ان باد بزن درست میکنند چرا ناشکری میکنی؟
common_voice_fa_18208396.mp3	dar nazar begirid ke lazem ast aan ra benevisid.	در نظر بگیرید که لازم است آنرا بنویسید
common_voice_fa_18208397.mp3	gonjeshki ba ajale va tamam e tavan be ataash nazdik mishod va barmigasht.	گنجشکی با عجله و تمام توان به آتش نزدیک می شد و برمی گشت!
common_voice_fa_18208398.mp3	amaa ghorooreman kol e keyhaan ra dar bar gerefte va khod ra yegane hooshmand e hasti midanim.	اما غرورمان كل كيهان را در برگرفته و خود را يگانه هوشمند هستی ميدانيم
common_voice_fa_18208399.mp3	rafte too kasi nist too ye hayat.	رفته تو.کسی نیست تو حیاط.
common_voice_fa_18208400.mp3	kodaam jabe ha maal man ast?	کدوم جعبه ها مال منه ؟
common_voice_fa_18208401.mp3	jash in ha doostam hastand.	جاش ، اينا دوستام هستن
common_voice_fa_18208402.mp3	ma be tafakor e radikal niazmandim.	ما به تفکری رادیکال نیازمندیم
common_voice_fa_18208403.mp3	mitoni yekam pool bechini.	ميتوني يه کم پول بچيني
common_voice_fa_18208404.mp3	pas hich mojezei nabood?	پس هيچ معجزه اي نبود ؟
common_voice_fa_18208405.mp3	va besiari digar.	و بسیاری دیگر
common_voice_fa_18208406.mp3	mishnavam che migooei, mitavani.	ميشونم چي ميگي. ميتوني
common_voice_fa_18208407.mp3	be safar e yek sale ye khod be sarzamini gom shode edame dadam.	به سفر یک ساله خود به سرزمین گمشده ادامه دادم
common_voice_fa_18208408.mp3	faghat lotfan ba man sohbat kon.	فقط لطفا با من صحبت کن
common_voice_fa_18208409.mp3	bache inja che kaar mikoni?	بچه اینجا چیکار می کنی؟
common_voice_fa_18208410.mp3	yadat hast behet migoftam agar to beravi mimiram.	یادته بهت می گفتم اگه تو بری می میرم
common_voice_fa_18208412.mp3	manzooram in ast ta aan jaei.	منظورم اينه تا اونجايي
common_voice_fa_18208414.mp3	ensan bana be tahghighat khod ra dast e bala migirad.	انسان، بنابه تحقیقات، خود را دست بالا میگیرد در توانایی به خاطر آوردن دقایق مهم احساسی پس از گذشت مدت زمانی
common_voice_fa_18208415.mp3	man be komak e to ehtiaji nadaram.	من به کمکت احتیاجی ندارم
common_voice_fa_18208419.mp3	bashe, daram miayam biroon.	باشه ، دارم ميام بيرون
common_voice_fa_18208420.mp3	va edei digar khahand goft ke ravesh ha ye mord e estefade ye aan ha fahesh ast.	و عدهای دیگر خواهند گفت که روشهای مورد استفاده آنها فاحش است
common_voice_fa_18208421.mp3	va be maghamat e amricaei tose mikonim ke ebteda ba nezamian khod dar khalij e fars sohbat konand va sepas ezhar e nazar konand.	وبه مقامات آمریکایی توصیه می کنیم که ابتدا با نظامیان خود در خلیج فارس صحبت کنند و سپس به اظهار نظر بپردازند
common_voice_fa_18208422.mp3	mikha shoma in ra peigiri konid va jaha ye khali ra por konid.	میخواهم شما این را پیگیری کنید و جاهای خالی را پر کنید
common_voice_fa_18208423.mp3	oou yek motokhases e nabeghe ast.	اون يک متخصص نابغه هست
common_voice_fa_18208439.mp3	zaheran mibayesti ke pish az ghatl nazaei shode bashad zira alaf ha va saghe ha ye khezaran atraaf e hame shekaste va khord shode bood.	ظاهرا میبایستی که پیش از قتل نزاعی شده باشد زیرا علفها و ساقههای خیزران اطراف همه شکسته و خورد شده بود
common_voice_fa_18208440.mp3	tamami e in mavaared dar donya ye emrooz etefagh mioftad.	تمامی این موارد در دنیای امروز اتفاق میافتد
common_voice_fa_18208441.mp3	digar az roozi ke rafti hata khabat ra ham nadidam.	دیگه از روزی که رفتی حتی خوابتم ندیدم
common_voice_fa_18208442.mp3	albate anaam ra migiram.	البته انعام رو می گیرم
common_voice_fa_18208443.mp3	har koja ke bashid marg shoma r abar migirad.	هرکجا که باشید مرگ شما را درمیابد
common_voice_fa_18208449.mp3	dashtim ba yek takhte sang harf mizadim?	داشتین با یه تخته سنگ حرف می زدین
common_voice_fa_18208450.mp3	akhe ba in gerooni e sigar man ta filter e sigar ra nakesham fekram aroom nemishavad.	اخه با این گرونی سیگار من تا فیلتر سیگار رو هم نکشم که فکرم اروم نمیشه
common_voice_fa_18208451.mp3	az apartemaan khabari nashod?	از آپارتمان خبري نشد ؟
common_voice_fa_18208452.mp3	mikhan ghahve khaane bokonandesh.	ميخان قهوه خونه بکننش
common_voice_fa_18208453.mp3	khob che maani darad khahar shohar beravad beshinad va ba doostanash gap bezanad va aroos bigaari konad.	خب چه معنی داره،خواهرشوهر بره بشینه و بادوستاش گپ بزنه و عروس بیگاری کنه
common_voice_fa_18209155.mp3	vaghti tamaam shod barashgardaan.	وقتي تموم شد برش گردون
common_voice_fa_18209156.mp3	ama aya dar hes e ndorosti az amniat khaab rafteim? aya rahati ba click bar rooye yek jabe aaghaz mishavad?	اما آیا ما در حس نادرستی از امنیت به خواب رفتهایم؟ آن به راحتی با کلیک برروی یک جعبه آغاز میشود
common_voice_fa_18209157.mp3	in chizi ast ke emaal feshaar minaamim.	این چیزی است که اعمال فشار مینامم
common_voice_fa_18209158.mp3	bashe ramzi harf mizanam.	باشه ، رمزي حرف مي زنم
common_voice_fa_18209159.mp3	be rasti shayad kafsh hyam bara yat nakhoshayand baashad.	پلاستیک کفشهام شاید برات ناخوشایند باشه
common_voice_fa_18209160.mp3	mitavaani bahash tanhaa basi.	ميتوني باهاش تنها باشي
common_voice_fa_18209161.mp3	va khoda mrgam bedahad chetor mage shod moones joon?	وا خدا مرگم بده چطور شده مگه مونس جون؟
common_voice_fa_18209162.mp3	ba dastash yek moosh e zende ra migirad.	با دستش یه موش زنده رو میگیره.
common_voice_fa_18209163.mp3	mishavad yek raazi ra be shoma begooyam?	میشه یه رازی بهتون بگم؟
common_voice_fa_18209164.mp3	takhasos e oun dar tolid e etelaat e ghalat bood.	تخصص اصلی او در تولید اطلاعات غلط بود
common_voice_fa_18209175.mp3	dar kodaam mogheiat makaani va koja etefagh oftad pas az rokhdad az aan ba chekasi harf zadid?	در کدام موقعیت مکانی و کجا اتفاق افتاد؟ پس از رخداد از آن با چه کسی حرف زدید؟
common_voice_fa_18209176.mp3	balke vageaan tarsnaak ast.	بلکه واقعاً ترسناک است
common_voice_fa_18222164.mp3	agar shoma fard e momtazi hastid, shomaa raahat tar mitavanid az ham peymaanaaan hemaayat konid.	اگر شما فرد ممتازی هستید، شما راحتتر میتوانید از همپیمانان حمایت کنید
common_voice_fa_18222165.mp3	emkan nadaarad, magar momken ast? ba aghl va mentefg joor dar nemiaayad.	امکان نداره؟ مگه ممکنه؟ با عقل و منطق جور در نمیاد.
common_voice_fa_18222166.mp3	mikhaaham beravam soushi bokhoram.	.ميخام برم سوشي بخورم
common_voice_fa_18209177.mp3	che tori havaas khod raa part konim taa dast az sar kermanshaah bardaarad	چجوری حواس خدا رو پرت کنیم تا دست از سر کرمانشاه برداره
common_voice_fa_18209178.mp3	to cheraa biroon istaadi?	تو چرا بيرون واستادي ؟
common_voice_fa_18209179.mp3	refigh in doost dokhtar man ast	رفيق اين دوست دختر منه
common_voice_fa_18209185.mp3	zad va band daashtan ya in ke inaa baa ham yek zad va bandi daashtand	زدو بند داشتن یا اینکه اینا باهم یه زدو بندی داشتن
common_voice_fa_18209186.mp3	baashad alaan man shookhi kardam	باشه الان من شوخي کردم
common_voice_fa_18209187.mp3	az jeloy man boro aan taraf	از جلوي من برو اونطرف
common_voice_fa_18209189.mp3	dovom che kasi aanjaa bood? shaahedi hozoor daasht? in dar edaame besyar zaroori khaahad bood	دوم، چه کسی آنجا بود؟ آیا شاهدی حضور داشت؟ این در ادامه بسیار ضروری خواهد شد
common_voice_fa_18209190.mp3	begzaar delkhosh baasham maadar bad hasht saal ke delam baz shode begzaar raahat baasham	بذار دل خوش باشن مادر بعد هشت ساله که دلم باز شده بذار راحت باشن.
common_voice_fa_18209295.mp3	baraaye mesaal avalin eraa e i ke dar sherkat daashtam	برای مثال، اولین ارائهای که در شرکت داشتم
common_voice_fa_18209296.mp3	khial kardam khodaa biaamorz shodim	خیال کردم خدا بیامرز شدین
common_voice_fa_18209297.mp3	hich kasi ham nist baghalash konam	هيچکي هم نيست بغلش کنم
common_voice_fa_18209298.mp3	sobh ham baa maamaan va baabaa raftim biroon	صبح هم با مامان و بابا رفتیم بیرون
common_voice_fa_18209299.mp3	aan ham agar biaayand	اونم اگه بیان
common_voice_fa_18209355.mp3	kaashef fogholaade sarzaminhaay door oftaade	کاشف فوق العاده ی سرزمینای دور افتاده
common_voice_fa_18209356.mp3	hame sobh haa ham naboodash	.همه صبحها هم نبودش
common_voice_fa_18209357.mp3	dor otaagh donbaalash mikonim	دور اتاق دنبالش مي کني
common_voice_fa_18209358.mp3	che tor be nazar miresad vaghti	چطور به نظر ميرسه وقتي
common_voice_fa_18209359.mp3	soraagh maadaraan shahrestani ham raftam	سراغ مادران شهرستانی هم رفتم
common_voice_fa_18209370.mp3	biaaeid ye kam harf bezanim	بياين يه کم حرف بزنيم
common_voice_fa_18209371.mp3	man baa fibi barnaame daaram	من با فيبي برنامه دارم
common_voice_fa_18209372.mp3	kam kam aadat kardam be fazaa va vaghti be khodam aamadam didam yek maah az daaneshgaah gozashte	کم کم عادت کردم به فضا و وقتی به خودم اومدم دیدم یکماه از دانشگاه گذشته
common_voice_fa_18209373.mp3	aare aare maa aan raa daashtim	اره اره ما اونو داشتيم
common_voice_fa_18209374.mp3	aan haa motaghedand baa in kaar kamtar mesl rahbaraan be nazar miresand	آنها معتقدند با اینکار کمتر مثل رهبران به نظر میرسند
common_voice_fa_18209385.mp3	amaa dar yek negah samaanvand vojood daarad ke dar yek porose mamoolan toolaani shomaa raa be ghalat farib dade va be baavar be chizi motmaen mikonad	اما در یک نگاه سامانمند وجود دارد، که در یک پروسه معمولاً طولانی شمارا بهغلط فریب داده و به باور به چیزی مطمئن میکند
common_voice_fa_18209386.mp3	edi joei aan raa dide?	ادي، جوئي اون رو ديده
common_voice_fa_18209387.mp3	va migi in vaasat ajibe	و ميگي اين واست عجيبه؟
common_voice_fa_18209388.mp3	daaram migam daaram migam	دارم ميگم! دارم ميگم
common_voice_fa_18209389.mp3	yek baar in ro gofteam na?	یه بار اینو گفتم، نه؟
common_voice_fa_18209410.mp3	faghat nemidoonam che tori mishavad aabshaar behesht	فقط نمی دونم چه جوری میشه رفت ابشار بهشت
common_voice_fa_18209411.mp3	film haa doorbin makhfi haa shaan raa didim?	فیلمای دوربین مخفی هاشونو دیدین؟
common_voice_fa_18209412.mp3	to vaaghean too kaar amlaaki	تو واقعا تو کار املاکي
common_voice_fa_18209413.mp3	vasse hamin baraaye yek hafte	واسه همين براي يه هفته
common_voice_fa_18209414.mp3	na maadaram too otaaghesh ast	نه مادرم توی اتاقشه
common_voice_fa_18209430.mp3	dar saal 2013 man modir ejraaei yek moasese mohandesi beynolmelali boodam dar saanferaansisko	در سال ۲۰۱۳، من مدیر اجرایی یک موسسه مهندسی بینالمللی بودم در سانفرانسیسکو
common_voice_fa_18209431.mp3	aare delam mikhaad che toram	آره دلم می خواد، چه جورم
common_voice_fa_18209432.mp3	pezeshk moaalej vaziat bimaari minaa raa baraaye baraadar 7 saale oo tozih daad	پزشک معالج،وضعیت بیماری مینا را برای برادر هفت ساله او توضیح داد
common_voice_fa_18209433.mp3	fekr nemikardam ke dokhtar haa	فکر نمي کردم که دخترها
common_voice_fa_18209434.mp3	nasl azimi az javaanaan dar shorof be ers bordan donyaa maa hastand	نسل عظیمی از جوانان در شرف به ارث بردن دنیای ما هستند
common_voice_fa_18209440.mp3	mikhaahad beravad dast be aab	می خواد بره دست به آب
common_voice_fa_18209441.mp3	nemidaanam ghadim che esraari daashtand bache hamishe kachal baashad	نمیدونم قدیم چه اصراری داشتن بچه همیشه کچل باشه
common_voice_fa_18209442.mp3	tolid etelaa'aat ghalat be ghadri ahamiat daasht ke har rooz kaa ge be movazaf bood 25 darsad az zamaan khod raa dar har rooz be tolid ide haa baraaye enteshar etelaa'aat ghalat ekhtesas dehad	تولید اطلاعات غلط بهقدری اهمیت داشت که هر عضو کاگب موظف بود 25% از زمان خود را در هرروز به تولید ایدهها برای انتشار اطلاعات غلط اختصاص دهد
common_voice_fa_18209443.mp3	salaam chi fekr mikonin?	سلام ، چي فکر مي کني؟
common_voice_fa_18209444.mp3	ba in barnaame goroohi be dast miayad ke tasmim migirand moshkel haml va naghl raa hal konand baraaye maloolaan jame'e shaan	با این برنامه گروهی به دست میآید که تصمیم میگیرند مشکل حمل و نقل را حل کنند برای معلولان جامعهشان
common_voice_fa_18209545.mp3	baa yek maahiat va be haalat haa mokhtalef	با یک ماهیت و به حالتهای مختلف
common_voice_fa_18209546.mp3	to baa in haa zediat daari	تو با اينها ضديت داري
common_voice_fa_18209547.mp3	vali sabr konid injaa yek noghte roshan ast	ولی صبر کنید -- اینجا یک نقطهٔ روشن است
common_voice_fa_18209548.mp3	khodam ham ke faghat mikhaabam emrooz baa koli zahmat saa'at 11 bidaar shodam va koli asabaani boodam ke cheraa bidaar shodam	خودمم که فقط میخابم،امروز با کلی زحمت ساعت 11 بیدارشدم،وکلی عصبانی بودم که چرا بیدار میشم
common_voice_fa_18209605.mp3	har 7 daghighe yek nojavaan dokhtar yaa pesar dar jaaei az donyaa be dalil khoshoonat be ghatl miresad	هر ۷ دقیقه یک نوجوان دختر یا پسر در جایی از دنیا به دلیل خشونت به قتل میرسد
common_voice_fa_18209606.mp3	agarche dir yaa zood bishtar kaarkonaan bi adab movafaghiateshaan raa kharaab mikonand	اگرچه دیر یا زود، بیشتر کارکنان بیادب موفقیتشان را خراب میکنند
common_voice_fa_18209607.mp3	na yek vasile sargarmi ke	نه يه وسيله سرگرمي که
common_voice_fa_18209608.mp3	rafigham mosesh raa aavard	رفيقمو واسه شام آوردم.
common_voice_fa_18209609.mp3	to jedi kaaleske mikhaahi?	تو جدي کالسکه ميخواي؟
common_voice_fa_18209822.mp3	man mikhaaham baa to beraghsam	من ميخوام با تو برقصم
common_voice_fa_18209824.mp3	balke etefaghi	اميدوارم که اتفاقي
common_voice_fa_18209825.mp3	ghabl az in ke parvaaz konim	قبل از اينکه پرواز کني
common_voice_fa_18209826.mp3	aan mesaal kaamelan motafaavet raa dar nazar begirid sandogh baazneshastegi moalemaan shikago yek sarmaaye gozaar aagaah 10 meliaard dolaari	حال مثالی کاملاً متفاوت را در نظر میگیریم: صندوق بازنشستگی معلمان شیکاگو، یک سرمایهگذار آگاه ۱۰ میلیارد دلاری
common_voice_fa_18209827.mp3	daastaanash mofasal va jaaleb ast	داستانش مفصل و جالبه
common_voice_fa_18209828.mp3	salaam man dokhtari hastam az jonoobam az khoozestaan	سلام من دختری هستم از جنوبم از خوزستان
common_voice_fa_18209830.mp3	nemishavad jelooyash moghaavemat kard	نمي شه جلوش مقاومت کرد
common_voice_fa_18209832.mp3	said man yek soaal daaram	سعید من يه سوال دارم.
common_voice_fa_18209852.mp3	gamoon nakonam oo ham ziad az inja fasele daashte baashad	گمون نکنم اونم زیاد از اینجا فاصله داشته باشه
common_voice_fa_18209853.mp3	yek maadar shohar daaram migoft age talaa haam raa gom nemikardam miforokhtam va midaadam behetoon va che ghadr afsoos mikhord ke nemitoone komakemoon kone	یه مادرشوهردارم: میگفت اگه طلاهامو گم نمیکردم میفروختم و میدادم بهتون و چقد افسوس میخورد که نمیتونه کمکمون کنه
common_voice_fa_18209854.mp3	che ghadr darham va barham shod maloom nist chi be chi ast	چقد درهم وبرهم شد،معلوم نیست چی به چیه
common_voice_fa_18209856.mp3	khob in amn maand monjar be chi shod? kaylo dar keshvar aalmaan mamnoo shod	خوب این امر منجر به چه شد؟ کایلا در کشور آلمان ممنوع شد
common_voice_fa_18209858.mp3	mamnoon komak nemikhaam	ممنون، کمک نمی خوام
common_voice_fa_18209863.mp3	magar yeki harf bezanad	مگه اينکه يه حرفي بزني
common_voice_fa_18209864.mp3	maashin raa gozaashte boodim injaa va aamadeand kaapootash raa dozdideand faghat	ماشینو گذاشته بیرون اومدن کاپوتشو دزدیدن فقط
common_voice_fa_18209865.mp3	in dard sarmsaam aavari ast	این عدد سرسام آوری است
common_voice_fa_18209866.mp3	man ghazie raa tarif mikonam	من قضيه رو تعريف ميکنم
common_voice_fa_18209868.mp3	yani jedi ghabool mikoni?	يعني جدي قبول مي کني ؟
common_voice_fa_18209883.mp3	haalaa adam ta'aadol ghodrat paaydaar shode ast ziraa maa baa jamaavari etelaa'aat shakhsi va estefade az aanhaa dar sathi ke ghaabel tasavor nist movaafeghat kardeim	حالا، عدم تعادل قدرت پایدار شده است، زیرا ما با جمعآوری اطلاعات شخصی و استفاده از آنها در سطحی که قابل تصور نیست موافقت کردهایم
common_voice_fa_18209885.mp3	baraadar ahmagh moonika hastam	برادر احمق مونيکا هستم
common_voice_fa_18209887.mp3	rooz jahaani saalmandan raa be taktak javaan haaye iraan tabrik migam	روز جهانی سالمندان رو به تک تک جوونای ایران تبریک میگم
common_voice_fa_18209889.mp3	moghei ke dashtam dandaan haayam raa mesvaak mizadam	موقعی که داشتم دندونامو مسواک می زدم
common_voice_fa_18209891.mp3	man mikhaaham injaa bemaani	من مي خوام اينجا بموني
common_voice_fa_18209893.mp3	nemitavaanam in kaar raa bokonam	نمیتوانم این کار را بکنم
common_voice_fa_18209894.mp3	khaane mehr baazneshastegaan ajab	خانه ی مهر بازنشستگان، عجب
common_voice_fa_18209895.mp3	to roopoosh sefid mipooshi	.تو روپوش سفيد مي پوشي
common_voice_fa_18209896.mp3	shomaa be del nagir moones khaanom	شما بدل نگیر مونس خانم.
common_voice_fa_18209897.mp3	hich chiz digar 8 aban bordam kaado raa daadam behesh	هیچی دیگه ۸ آبان بردم کادو رو دادم بهش
common_voice_fa_18209898.mp3	yani agar dar firizer baashad	يعني اگه تو فريزر باشه
common_voice_fa_18209900.mp3	hanooz baavar nadaaram ke to nisti va man hastam	هنوزم باور ندارم که تو نیستی و من هستم
common_voice_fa_18209902.mp3	dorost mesl avalin gharaaremoon	درست مثل اولين قرارمون
common_voice_fa_18209905.mp3	cheraa baraaye goldaani ke vaght va zahmat bishtari borde ast hamaan pool goldaan saade raa migiri?	چرا برای گلدانی که وقت و زحمت بیشتری برده است همان پول گلدان ساده را می گیری؟
common_voice_fa_18209907.mp3	aah bale albate khaane khodetaan ast man chekaream	آه بله البته خونه خودتونه. من چیکاره ام؟
common_voice_fa_18209913.mp3	raast baavaram nemishavad gofti	راس ، باورم نميشه گفتي
common_voice_fa_18209914.mp3	yek parande nadidan?	یه پرنده ندیدن؟
common_voice_fa_18209915.mp3	saaghe haaye kheyzaraan atraaf jasad hame khooni bood	ساقههای شکسته خیزران اطراف جسد همه خونی بود
common_voice_fa_18209916.mp3	mamnoon nemikhaad az belit estefaade mikonam	ممنون،نمی خواد،از بلیط استفاده می کنم
common_voice_fa_18209917.mp3	digar cheshmhayam raa nemikhaaham nemikhaaham bebinam	دیگه چشمام و نمی خوام نمی خوام دیگه ببینم!
common_voice_fa_18210446.mp3	be gozaaresh aljazire ghatar elaam kard ke as ebtedaye zhaanvie az opek khaarej mishavad	به گزارش الجزیره،قطر اعلام کرد که از ابتدای ژانویه از اوپک خارج می شود
common_voice_fa_18210451.mp3	vazir ke dar aanjaa bood goft negaraan nabaashid tamaam chiz haayi ke rokh midehad dar jahat kheyr va salaah shomaast	وزیر که در انجا بود گفت:نگران نباشید تمام چیزهایی که رخ میدهد در جهت خیر و صلاح شماست !
common_voice_fa_18210453.mp3	jedi to yek antern hasti?	جدي تو يه انترن هستي ؟
common_voice_fa_18210455.mp3	nafahmidam hamash in haminghadr mitavaani?	نفهمیدم همش همینقد می تونی؟
common_voice_fa_18210457.mp3	emrooz naresidam beravam film begiram baraaye bacheam	امروز نرسیدم برم شیر بگیرم برا بچم
common_voice_fa_18210463.mp3	cheraa chon kheyli feshaar aavard va dar in ravand 300 melioon dolaar kaaseb shod?	چرا؟ چون بری فشار آورد، و در این روند ۳۰۰ میلیون دلار کاسب شد
common_voice_fa_18210464.mp3	baaes eftekhaar ast to movafagh shodim	باعث افتخاره تو موفق شدی
common_voice_fa_18210465.mp3	be koori cheshm doshmanaan kharidam khoobesham kharidam	به کوری چشم بعضی ها خریدم، خوبشم خریدم!
common_voice_fa_18210468.mp3	badesh bordamesh be panaahgaah	.بعدش بردمش به پناهگاه
common_voice_fa_18210471.mp3	zare zare ghatre ghatre misoozam amaa mimaanam	ذره ذره٬قطره قطره٬ میسوزم اما میمونم
common_voice_fa_18210481.mp3	man ke khoone nistam hich vaght	من که خونه نیستم هیچ وقت.
common_voice_fa_18210483.mp3	parvaane jaan bro baaz kon dar raa khoda kheyret bedehad	پروانه جان برو باز کن درو خدا خیرت بده.
common_voice_fa_18210485.mp3	kodaam mard be rang mooye maadarash tavajoh mikonad?	کدوم مرد به رنگ موی مادرش توجه می کنه
common_voice_fa_18210486.mp3	haalaa khoob ast maamaan too javaanish khodash aatash paarei boode haa	حالا خوبه مامان توی جوونیش خودش اتیش پاره ای بوده ها.
common_voice_fa_18210488.mp3	pesar man in hame zajr tahamol kard ke avaz nashavad na khodash na chiz haaye digar	پسر من اینهمه زجر تحمل کرد که عوض نشه، نه خودش نه چیزای دیگه.
common_voice_fa_18210778.mp3	vaghti miravam khaane az vaghti miresam taa vaghti ke bargardam yek riz harf mizanam	وقتی میرم خونه،ازوقتی میرسم تا وقتی که برگردم یه ریز حرف میزنم
common_voice_fa_18210779.mp3	shenidid ke migooyand aamadim savaab konim kabaab shodim hekaayat mamaan man ast	شنیدین که میگن اومدیم ثواب کنیم کباب شدیم؟حکایت مامانه منه
common_voice_fa_18210780.mp3	yaa maashin chizish shode ke polis mifahmad az jaaye barkhord moghaser ki ast	یا ماشین چیزیش شده که پلیس می فهمه از جای برخورد مقصر کیه
common_voice_fa_18210787.mp3	baraaye ketaab kharidan lebaas kharidan pesaram masihaa rang haaye mokhtalef lebaas raa daarad	برای کتاب خریدن، لباس خریدن پسرم مسیحا رنگهای مختلف لباس دارد
common_voice_fa_18210790.mp3	pas faghat aghab beistid va goosh dahid	پس فقط عقب بایستید و گوش دهید
common_voice_fa_18211143.mp3	goftand hajm aatash dar moghaayese baa aabi ke to miaavari besyaar ziaad ast va in aab fayedei nadaarad	گفتند : حجم اتش در مقایسه با ابی که تو می اوری بسیار زیاد است ! و این اب فایده ای ندارد!
common_voice_fa_18211144.mp3	to midaani man daaram	. تو ميدوني من دارم
common_voice_fa_18211145.mp3	be doktor viner zang mizanam	به دکتر وينر زنگ ميزنم
common_voice_fa_18211146.mp3	paasokh mideham har aanche az man bar miaamad	پاسخ میدم : هر آنچه از من بر می آمد!
common_voice_fa_18211147.mp3	ziaad ham aaheste raah naro	زياد هم اهسته راه نرو
common_voice_fa_18211148.mp3	baraayash rish va sibil keshidam	براش ريش و سيبيل کشيدم
common_voice_fa_18211150.mp3	vaghti polis haa paarti deleshaan mikhaahad va shoma az paarti bizaarid	وقتي پليسا پارتي دلشون مي خواد و شما از پارتي بيزاريد
common_voice_fa_18211151.mp3	oo tamizeshaan nakarde bood	اون تميزشون نکرده بود
common_voice_fa_18211153.mp3	be nazaram jaaleb aamad gozaashtam	به نظرم جالب اومد گذاشتم
common_voice_fa_18211218.mp3	badesh jaam bood postchim	بعدش جان بود ، پستچيم
common_voice_fa_18211219.mp3	dar nazar begirid ke laazem ast aan raa benevisid	در نظر بگیرید که لازم است آنرا بنویسید
common_voice_fa_18211220.mp3	man yek meghdaar khashmgin shodam	من يک مقدار خشمگين شدم
common_voice_fa_18211221.mp3	aksar farzandaan malek abdolaah dar in maraasem aroosi sherkat karde boodand	اکثر فرزندان ملک عبدالله در این مراسم عروسی شرکت کرده بودند
common_voice_fa_18211850.mp3	baraaye hamin kheyli vaght haa moshtari haa in aapshen raa daarand ke agar nerkh bahre baank az khodrosaaz paaintar ast	براي همين خيلي وقتها مشتريها اين آپشن رو دارن كه اگه نرخ بهره بانك از خودروساز پايينتره،
common_voice_fa_18211851.mp3	eyn sooraakh moosh mimaanad	عين سوراخ موش مي مونه
common_voice_fa_18211853.mp3	in tori ham digar raa sedaa bezanim	اینطوری همدیگه رو صدا بزنیم
common_voice_fa_18211855.mp3	vakman man raa ham pas bede	!واکمن من رو هم پس بده
common_voice_fa_18211857.mp3	tooye yek otaagh band nemishavam	توي يه اتاق بند نميشن
common_voice_fa_18211870.mp3	pas maa donbaal raah hal haaye pishrafte hastim raah hal haaye jadid	پس ما دنبال راهحلهای پیشرفته هستیم راهحلهای جدید
common_voice_fa_18211872.mp3	man yek hedie koochak daaram	من يه هديه کوچيک دارم
common_voice_fa_18211873.mp3	nesf rooz daaneshgaham nesf digarash raa ham be bache haaye mardom dars mideham khabari nist	نصف روز دانشگاهم،نصف دیگشم به بچه های مردم درس می دم. خبری نیست.
common_voice_fa_18211874.mp3	taa tasir gozaari in nahaad haaye behdashti raa afzaayesh dahim	تا تاثیرگذاری اجتماعی این نهادهای بهداشتی را افزایش دهیم
common_voice_fa_18211875.mp3	pas say kon bikhialash beshavi	پس سعي کن بيخيالش بشي
common_voice_fa_18211881.mp3	in tajrobe raa daashtim	این تجربه را داشتیم
common_voice_fa_18211882.mp3	mahram tarin fard zendegiam mahsaa ast	محرم ترین فرد زندگیم مهسا ست
common_voice_fa_18211884.mp3	taa ghabl az in ke hame chiz kharaab beshavad behtar ast yek fekr aaghelaane bokonim	تا قبل اینکه همه چیز خراب بشه بهتره یه فکر عاقلانه بکنیم.
common_voice_fa_18211886.mp3	khoshkam zad ashk haayam shor shor rikhtand	خشکم زد،اشکام شرشر ریختن
common_voice_fa_18211888.mp3	be aan del koochak va saaf va zolaalash hasoodiam shod	به اون دل کوچیک و صاف و سادش حسودیم شد
common_voice_fa_18212023.mp3	vaaghean moche paayam aasib dide ast	واقعا مچ پام آسيب ديده
common_voice_fa_18212025.mp3	5 daghighe pish azat porsidam	پنج دقیقه پیش ازت پرسیدم
common_voice_fa_18212027.mp3	naansi taamson ekhraaj shode ast	نانسي تامسون اخراج شده
common_voice_fa_18212028.mp3	in tanhaa raahi ast ke mishavad	اين تنها راهيه که ميشه
common_voice_fa_18212029.mp3	aahaay baa shoma hastam maloom hast daarid che kaar mikonid?	اهای با شمام، معلوم هست دارین چیکار می کنین؟
common_voice_fa_18212090.mp3	in zan goft yek kam garme kaash bokhaari raa khaamoosh monim	یه زنه گفت یکم گرمه، کاش بخاری رو خاموش کنی
common_voice_fa_18212091.mp3	man naft raa migiram	من نقش رو ميگيرم.
common_voice_fa_18212094.mp3	vali midaani chi baahaal ast?	ولي ميدوني چي باحاله؟
common_voice_fa_18212100.mp3	khob haalaa man asabi hastam	خوب حالا من عصبي هستم
common_voice_fa_18212333.mp3	bazi vaght haa khodam injaayam	بعضي وقتها خودم اونجام
common_voice_fa_18212334.mp3	cheraa baayad asabaani baasham?	چرا بايد عصباني باشم ؟
common_voice_fa_18212335.mp3	khoob hadeaghal lebaas khoobi ast	خوب ، حداقل لباس خوبيه
common_voice_fa_18212336.mp3	behtar nist biayi kenaar man?	بهتر نيست بياي کنار من
common_voice_fa_18212339.mp3	oo baa man be goor miravad	!اون با من به گور ميره
common_voice_fa_18212388.mp3	baraaye aroosi kheyli kaar daaram yek baaghebaan biavaram in hayaat raa beresad	برای عروسی خیلی کار دارم یه باغبون بیارم این حیاط رو برسه
common_voice_fa_18212391.mp3	khodaaye man in raa negaah kon	خداي من! اينو نگاه کن
common_voice_fa_18212393.mp3	gonde bood	گنده بود
